187537	166169	1	9818
201908	1991	1	2069
187544	11591	1	4
187537	124929	1	13976
187537	23503	1	547
187537	125344	1	8546
187537	23150	1	6422
187544	11494	1	2
215679	71	0	4414
187537	125666	1	79
187544	12196	1	1755
203731	30307	1	98
201908	1157	1	103992
187537	34471	1	201138
187537	138468	1	11264
203731	43081	1	25
203731	43496	1	1
187537	138565	1	1642
51864	89	0	159118
187537	33860	1	303
187537	138759	1	17801
216302	27	0	581
203731	58270	1	17
187537	153234	1	13792
187537	52433	1	303
194575	109	1	1117
187537	53139	1	12
13740	0	0	2
187537	153040	1	1770
187537	152689	1	2872
187537	24344	1	1398
187544	10640	1	13
187537	24249	1	59
209296	0	0	267978
192942	384	0	22
187544	11123	1	2128
187537	126517	1	8894
187537	23642	1	2274
187537	126868	1	323
187537	167564	1	29662
187537	5327	1	7868
187537	108289	1	10421
187537	5486	1	1710
187537	108192	1	141102
130420	28	0	13207
187537	167725	1	1091
191840	792	1	48
170627	818	0	15
187537	167023	1	13907
210842	0	0	14670
187544	24740	1	3
187537	5676	1	14842
170627	659	0	7
187544	24837	1	234
187537	167374	1	7218
187537	25491	1	36283
187537	118877	1	8245
204395	145	0	123
187537	25138	1	1973
187544	6136	1	10
187537	119486	1	157
203731	20382	1	784
203731	20031	1	8
187537	24785	1	12675
187544	5721	1	210
187537	10308	1	1639
187537	105354	1	15037
29230	0	0	29
187537	176647	1	11189
164914	129	0	54
203731	1803	1	179
164914	288	0	136
187537	177062	1	8329
187544	24429	1	269530
187537	10725	1	1110
187537	105003	1	12971
187537	10919	1	628
187537	104809	1	102763
203731	1097	1	1545
187537	176356	1	3640
187537	176453	1	5088
187537	11014	1	6168
187537	104648	1	20578
187537	139375	1	23997
187537	47660	1	485
187537	68066	1	13814
187537	139916	1	247
187537	140077	1	3579
187537	158648	1	21365
203731	57109	1	109
187537	61530	1	3729
187537	158233	1	932
203731	56822	1	11
187537	158043	1	704
187537	62232	1	1050997
135775	333	0	3686
187537	62137	1	10682
97827	0	0	1
187537	157946	1	347
187537	106333	1	5033
144018	464	0	70
203731	637	1	1
187537	177872	1	24810
187537	178033	1	1133
202267	3	0	256
187537	11570	1	270
187544	23482	1	492
187537	105918	1	4773
187537	11888	1	1689
204167	55	0	2
203731	158	1	200218
203731	319	1	34011
187537	177554	1	811
187537	105503	1	6886
187537	12241	1	306
187537	119946	1	114
188086	12291	1	3
187537	120107	1	18853
188086	12706	1	5
187537	120425	1	104963
187537	26023	1	699
187544	4911	1	1
187537	120776	1	14025
187537	159599	1	96011
216096	1	0	27183
187537	62764	1	84961
187537	62605	1	39737
187537	159438	1	56370
203731	55907	1	16
187537	159116	1	77065
203731	55585	1	4
187537	63439	1	24894
187537	63086	1	288853
1245677	0	0	13
187537	158765	1	421203
203731	36885	1	172
187537	140472	1	157
187537	68917	1	5428
187537	48891	1	2043
187537	140569	1	11368
159412	358	0	520
187537	140891	1	417
203731	37719	1	4
187537	65612	1	32
197671	12852	1	1392511
203731	40300	1	13
184251	89	0	15
203731	40141	1	9
187537	141408	1	3919
197671	13205	1	13716
86140	0	0	113
197671	12503	1	1777255
187537	45409	1	7988
187537	66223	1	855
187537	142114	1	6008
187537	141955	1	1057
187537	66318	1	93869
197671	12662	1	143221
187537	63573	1	6796
187537	156182	1	4597
182043	16	0	104
187537	156599	1	59023
83279	4	0	12
209485	7	0	1308
187537	63988	1	8521
187537	64182	1	81291
121051	19	0	3789
215924	4	0	10
203731	54360	1	6
187537	155988	1	1918
187537	64279	1	13929
187537	84185	1	42287
187537	121331	1	12818
187544	7444	1	16
187537	27548	1	3597
187537	120914	1	14694
203731	17968	1	377
187544	7766	1	1315
188086	16281	1	844
187537	27007	1	4237968
164914	2351	0	427
187537	8682	1	206
187537	102948	1	9138
187537	103301	1	15423
212098	0	0	478
203731	3559	1	123
187537	8969	1	1531
187537	102599	1	59047
187537	8872	1	43375
187537	102758	1	2015
187544	21536	1	3829
203731	3142	1	1065
204989	0	0	5218
187537	157377	1	3096
52433	2	0	14
187537	157536	1	15645
187537	156706	1	2772
203731	53391	1	110
187537	157059	1	4172
187537	65472	1	11268
199025	649	0	98
187537	66715	1	11145
203731	39355	1	2
187537	66874	1	34973
187537	46836	1	28289
187537	46518	1	27880
199025	106	0	6
197671	13312	1	15864
187537	143349	1	326
203731	39673	1	1
187537	142932	1	18
199025	459	0	14
197671	13729	1	4796
206519	0	0	36
203731	3027	1	174
214130	0	0	6
187544	21429	1	77
8843	0	0	5662
187537	104179	1	68798
166930	1197	0	3913
187537	104274	1	547122
190833	55	0	8
203731	2674	1	13479
203731	2352	1	75
187537	103440	1	2301
25672	109	0	681
187537	103857	1	3535
203731	2193	1	194
156180	2014	0	10
187537	122148	1	14383
187544	6595	1	8
203731	16805	1	2
203731	17127	1	2
187537	27657	1	61
187544	6944	1	235
156180	1180	0	19
187537	122470	1	46828
187544	1783	1	3
187537	115633	1	49951
187537	28799	1	380
187537	29150	1	10445
187544	1878	1	123
187537	114931	1	4680
188086	9338	1	528
187537	29501	1	9
187544	19744	1	56
187537	15272	1	7633
203731	5446	1	158
214991	1675	1	371
187537	172523	1	1867
214991	1834	1	12232
187537	172106	1	22543
203731	5351	1	166
187537	14857	1	1759
34510	0	0	1
187544	19585	1	2393
187537	100997	1	3562
187544	20419	1	2231
187537	172808	1	24128
203731	6053	1	34
164914	4494	0	15
203731	5636	1	137
187537	172713	1	24852
187537	14570	1	3982
177665	2	0	1
197671	10358	1	19442
187537	72206	1	16847
187537	43456	1	6483
197671	10711	1	447036
187537	143712	1	44
187537	71917	1	2009
197671	11060	1	6527
187537	72012	1	31264
216239	3	0	75
187537	143553	1	84
187537	161876	1	92761
215717	3	0	30
81319	0	0	2
187537	86136	1	74510
187537	162293	1	2744
187537	162487	1	4903459
203731	52762	1	4
215456	3	0	28967
187537	16255	1	4886
187537	101553	1	11721
187537	173372	1	10054
203731	4144	1	195
164914	5659	0	9
187537	173213	1	550
187537	101648	1	45822
187544	19220	1	1059
187537	101970	1	58867
203731	4978	1	115
214991	191	1	3510
208803	0	0	349838
187537	174047	1	2732
214991	286	1	6757
187537	15421	1	1661
187544	19125	1	5420
187537	29864	1	1026
187537	116582	1	24659
211349	4	0	15593
187537	29961	1	1107
187537	30283	1	15753
187537	116101	1	54837
187537	30698	1	10161
187537	115748	1	1620
193802	0	0	2
187537	162947	1	6061
39665	0	0	4
199841	1	0	47272
187537	163106	1	12047
187537	163424	1	71383
215916	0	0	196
187537	58754	1	154
187537	87628	1	80
187537	163777	1	12207
203731	52076	1	12
187537	145236	1	39
203731	33785	1	79
197671	11425	1	11092
197671	11520	1	10284
187537	73592	1	1351
187537	145141	1	42382
203731	33050	1	70
187537	144823	1	2510
197671	11842	1	8706
197671	12259	1	6975
197671	8664	1	20459
203731	36480	1	13
187537	145965	1	7854
203731	36641	1	49
187537	41423	1	45
197671	8313	1	79630
197671	9019	1	12356
203731	35939	1	36
203731	36290	1	74
197671	8858	1	17167
106899	0	0	1
187537	88183	1	98
187537	60345	1	79471
187537	160250	1	242703
187537	159835	1	103063
91205	131	0	123
187537	160537	1	291388
203731	51124	1	4
215928	135	1	14677
215928	294	1	3947
187537	160440	1	100433
196325	805	0	197
187544	3929	1	1
187537	117279	1	16415
187537	31185	1	1231
187537	117694	1	3941
187544	3832	1	325
203731	22174	1	148
203731	21980	1	28
187537	117085	1	38796
115542	0	0	6
187537	174149	1	578
187537	12806	1	2404
187544	17711	1	63264
187537	174564	1	30025
203731	7497	1	81
91708	21	0	1232
187537	174758	1	11
203731	7691	1	125
187544	18029	1	17023
187537	12612	1	1003
203731	8106	1	9
187537	174855	1	1637
187537	161069	1	760797
203731	49536	1	10
203731	49185	1	8
187537	160908	1	208382
180122	0	0	28
187537	61135	1	21689
187537	60813	1	163010
187537	161391	1	121644
197671	9487	1	25217
187537	147194	1	13375
203731	35830	1	249
187537	147291	1	19513
216059	6	0	6
197671	10220	1	4365
187537	71060	1	4922
187537	146457	1	6567
187537	146872	1	1363
207	0	0	1
197671	9805	1	17106
187537	175250	1	4391
187537	14033	1	26897
187544	16473	1	3658
187544	16888	1	4
187537	14192	1	130
203731	6558	1	99
187537	175411	1	875
211463	2	0	1070572
203731	6876	1	11
187537	175729	1	33713
187544	17082	1	1
187544	17179	1	2
187537	176080	1	104
203731	7037	1	14
203731	21480	1	37
187537	118633	1	16416
212744	2	0	717667
203731	20747	1	73
187544	2413	1	418
187537	117803	1	1197
187537	118154	1	1963
187537	128901	1	172
187537	128548	1	14986
168683	86	0	31
187544	12320	1	264
187537	18088	1	1148
187537	128358	1	44323
187544	12673	1	1036
187537	169439	1	8601
160580	177	0	18
196645	3721	1	9608
187537	3996	1	13092
187537	113746	1	4913
196645	3880	1	3571
187537	114163	1	36445
203731	8403	1	26
187537	169086	1	6253
203731	9105	1	3
187537	169788	1	26552
187537	3455	1	3022
187537	114353	1	14508
196645	3531	1	5220
187537	3294	1	26357
187537	114448	1	9353
187537	169629	1	26470
187537	77370	1	5173
197671	7234	1	75168
187537	133047	1	1826
203731	45850	1	2
187537	132630	1	7695
197671	7651	1	22937
208549	0	0	3
197671	7841	1	5000
187537	77017	1	4
203731	45561	1	13
187537	132436	1	459
187537	132341	1	835
188986	4	0	815
197671	7936	1	72832
209969	3274	1	1
187537	150624	1	5258
204243	3528	1	217
203731	63693	1	47
204243	3177	1	116
203731	63852	1	34
187537	150977	1	2734
204243	3883	1	7
203731	64046	1	6
187537	151330	1	7442
204243	3722	1	2286
203731	9637	1	100
187537	168200	1	6619
210837	0	0	32846
196645	2654	1	8743
187537	112773	1	8477
187537	2891	1	82200
196645	3071	1	13410
187537	168105	1	30170
203731	9220	1	43
187537	168939	1	6040
203731	10054	1	6
114059	12	0	150
187537	113254	1	53167
196645	2332	1	64852
187537	113607	1	3037
187537	168522	1	27521
187537	127731	1	8043
187537	16701	1	839
203731	28627	1	2
187544	13559	1	1
187544	13654	1	164
187537	126992	1	6286
187537	17374	1	193
209311	0	0	4154
204243	2335	1	21
187537	149687	1	15738
171470	104	0	106
187537	149782	1	3930
209969	2492	1	7056
202642	1	0	13398
187537	150100	1	361
204243	3068	1	3243
204243	2653	1	5495
187537	150517	1	5968
89441	0	0	1
197671	6293	1	620096
187537	131936	1	4851
187537	75790	1	4508
187537	39872	1	37
197671	6774	1	42842
203731	46223	1	58
187537	131106	1	968
197671	7127	1	50146
187537	134681	1	6534
203731	47796	1	1
187537	37978	1	527168
197671	5612	1	7833834
197671	5197	1	2402754
187537	75317	1	11905
187537	135096	1	11321
105682	8	0	2097
197671	5903	1	8466
187537	75127	1	189528
214277	16	0	26
197671	5806	1	40915
187537	134491	1	5757
203731	47606	1	75
187537	148942	1	4797
204243	1126	1	107
209969	1221	1	178
204243	1479	1	14794
204243	1669	1	1620494
187537	56527	1	132549
196858	0	0	88234
187537	149132	1	4974
26115	0	0	2
204243	1828	1	6759
187537	19941	1	499
187537	130603	1	8284
194897	1	0	16
41610	47	0	2
187537	130954	1	3009
187537	20230	1	1002
187537	130248	1	1860
123318	84	0	2591
75980	1	0	364
125758	75	0	150
93188	0	0	2081789
203731	24649	1	25
187537	20135	1	537
187537	130409	1	5472
187537	1586	1	26759
188086	20853	1	14621
187544	28858	1	1154
187537	171121	1	27292
203731	10460	1	97
203731	10621	1	86
194421	1261	1	651
191840	4775	1	441
187537	171472	1	10670
178326	0	0	1
187544	28955	1	28582
187537	1939	1	19395
187537	111709	1	31720
187537	1233	1	53276
196645	1476	1	10377
187537	171666	1	9985
191840	4581	1	3956
187537	171827	1	5549
191840	4164	1	1946
188086	21047	1	2
187537	112318	1	42459
204243	177	1	19
187537	56154	1	815
209969	435	1	9046
187537	56059	1	1429
209969	18	1	1942464
203731	62485	1	55
204243	272	1	38628
187537	148474	1	1084
203731	63319	1	32
204243	594	1	5254
209969	848	1	98
208126	5	0	5373
209969	753	1	492
203731	63222	1	50
160581	24	0	20
187537	148059	1	544
187537	133838	1	3711
187537	74563	1	6842
203731	49090	1	78
187537	133165	1	7186
187537	74144	1	24357
197671	5080	1	39225
197671	4729	1	426639448
187537	73729	1	21960
203731	48417	1	1
187537	110891	1	917102
196645	1008	1	6401
194421	411	1	1
187537	170150	1	31284
187537	170247	1	13406
203731	11690	1	87
187537	110730	1	29380
187537	836	1	22567
188086	21507	1	11418
196645	593	1	8
31033	0	0	2
196645	275	1	1094949
187537	170565	1	15230
203731	12105	1	3
187537	170980	1	83129
187537	423	1	74367
196645	178	1	100
187537	129788	1	1938
187537	18738	1	39840
203731	26588	1	14
203731	25758	1	10
187537	129470	1	5031
203731	31049	1	16
201908	2991	1	1616
187544	8495	1	9
106349	45	0	1
187537	124360	1	105
188086	321	1	2
187537	22022	1	17330
201908	2574	1	332
172481	13	0	11
203731	30952	1	4
201908	2380	1	88
203731	31658	1	16
187537	124554	1	20564
203731	12958	1	50
