187537	132568	2323
187537	145648	96
111230	48	39
187537	141877	1095
187537	136989	72
187537	159053	57542
209969	1275	441
187537	151653	351
187537	170477	1785
197671	10227	3729
197671	6875	10112
187537	174249	161
212484	0	84
187537	169345	954
29124	0	132
197671	11167	15950
197671	5815	62208
187537	140889	2
204243	4907	1312
187537	138097	273
187537	155937	485
187537	151244	1054
210697	0	10987
204243	494	5566
214991	1406	249
133810	0	4
187537	165700	1890
187537	172006	1435
187537	172750	937
197671	7376	2883
166930	1189	392
197671	8696	1399
187537	135446	2030
216165	50	2441
187537	153198	1716
187537	158534	88074
209969	752	131
187537	162179	7392
187537	148651	118
187537	147195	639
187537	132051	295
197671	13117	9226
187537	176139	78
187537	167203	3383
196645	3715	1641
201976	108	17
194421	1139	32
156180	1978	9
196645	2184	1
216465	0	4622
196645	751	64982
125758	237	7
196645	4138	1
186295	0	62
187537	168294	1110
187537	175182	119
197671	4688	711233
110529	13	2
197671	12152	366816
187537	139158	756
187537	153838	3
187537	157126	86
187537	161539	10924
204243	1289	90
214991	409	4689
187537	164771	856
187537	173609	501
187537	170753	1481
197671	9503	1023
197671	6199	1136
187537	141529	3267
187537	136689	10834
187537	159649	36140
187537	163172	2981
187537	145948	201
187537	166340	2000
187537	177388	76
187537	165288	1138
187537	178304	1289
187537	160008	83875
187537	133976	61
204243	770	3838
187537	145008	701
204243	4551	1096
187537	156621	1113
187537	169837	2186
197671	10611	2516
197671	5211	110727
213676	0	6
187537	176871	675
187537	167887	3983
187537	149063	377
187537	146455	69
187537	131391	325
187537	136186	278
187537	143058	8
86868	0	3
187537	158122	1972
209969	28	6
187537	171274	5922
187537	172066	1468
197671	7740	2781
182043	18	111
197671	8980	2709
164914	780	142
203731	55610	5
187537	69133	21197
187537	129709	816
187537	116613	2862
187544	9333	1
187544	24101	1
191840	655	3
203731	11674	1
187544	25357	225
187544	29128	19266
190878	4	3967
187537	110352	292
191840	4170	1181
187544	14000	3
187537	120128	488
194575	221	551
187537	125032	7640
187537	72904	14
164914	4553	235
164914	2411	58
187537	118242	1403
203731	23981	10
203731	6869	12
187537	101018	9788
191840	2280	3793
187537	104543	1
187537	123407	1088
201908	2726	85
203731	20328	303
187537	122663	12399
203731	48072	12
187537	76679	1
187537	86487	21722
205426	0	1569
187537	89531	25
187544	19179	268
187537	126563	2079
188086	16975	355
187537	115086	55137
187544	8022	12
207743	0	304
187544	25862	4777
187544	22574	17
187537	113630	646
187537	67590	601
187537	69796	53
187537	77196	108
203731	3611	73
187544	16524	2
187537	123908	3398
187544	2036	19
187544	21065	501
191840	3811	22
187537	111033	12329
203731	7390	2
203731	8694	2
187544	28513	201
203731	59518	10
164914	3936	289
187537	10420	1092
187537	28620	95
187537	21220	3
187537	56340	1
187537	62457	1071
187537	35241	790
187537	46209	50138
187537	16417	354
187537	8187	155
154925	24	7790
187537	26027	3708
196325	834	7
129969	0	319
211344	38	299199
187537	60251	18825
187537	63902	6230
127676	0	21
187537	12310	400
187537	3390	74
187537	31490	2282
187537	338	3842
187537	51418	3
208207	0	419
187537	40295	15
187537	55839	7
187537	59191	3
187537	21743	189
187537	27079	995
215928	400	2
187537	19533	8
187537	2869	10634
187537	65429	979
187537	34245	12249
187537	43560	394
187537	60752	615
187537	9432	503
187537	6640	492
187537	25504	4883
214977	0	6
197671	11507	1565
187537	168685	1420
187537	154469	6
187537	157261	6469
187537	139573	656
204243	1666	1414
187537	134872	331
187537	160904	85892
187537	149920	23855
187537	163880	15
203993	3	13
197671	9876	1310
197671	7100	10655
187537	173474	1
187537	170122	5074
187537	158762	7336
187537	142162	1076
187537	136826	2854
187537	132287	1420
206024	0	34
204243	3301	104
170627	1606	181
187537	163567	4611
187537	178023	188
187537	165411	603
214991	1049	264
187537	133331	478
187537	144891	494
204243	137	22350
187537	151467	1702
216414	0	285
187537	160387	4497
187537	137750	866
197671	11000	2684
187537	174542	335
187537	169190	1808
187537	176492	431
187537	166980	5023
187537	147356	21850
204243	2798	65
187537	131764	219
187537	162020	109018
187537	148940	1803
187537	153353	24
187537	135281	151
187537	142681	1706
197671	7607	2582
26640	0	2
187537	171649	10688
187537	172969	574
213371	0	303
196645	3336	3
146788	11	26
196645	1903	6
196645	2819	65
205280	0	364
196645	356	28
26413	0	1003
182449	1	3
187537	27719	204
187537	5655	3423
187537	61554	1098
160580	241	8
187537	17322	4
187537	23304	335
215851	0	2
187537	59600	1
196325	201	554
187537	48493	1108
187537	51005	3551
196685	2	19555
187537	18893	63
187537	16369	209
187537	729	531
187537	30857	16936
187537	17825	259
187537	35881	145
187537	55700	296
187537	41924	925
215928	539	568
187537	11572	13091
187537	20422	3
187537	29422	9255
187537	34382	11018
187537	47974	469
215091	0	16
187537	61147	18
187537	24619	7454
187537	23811	1441
213310	0	893
187537	10067	4400
187537	6779	748
203731	41185	1
203731	11793	2
187537	114270	80
187544	24710	1
187537	129318	1026
187537	120523	4339
203731	18052	6
187537	125923	287
187537	102835	624
188086	183	1041
187537	109723	89924
203731	62812	20
187537	67553	1261
203731	38830	7
203731	43654	4
171030	5	11406
164914	2784	1037
187537	111673	462
191840	2915	8
187537	118377	164
203731	24102	2
187537	127809	2072
187537	123268	8648
201908	2349	53
187537	108284	736
187537	105428	575
203731	2971	99
187537	75788	3150
203731	46127	14
187544	3608	210
187537	118976	4052
188086	16836	2080
187544	18784	813
203731	2039	14
187544	26253	24
203731	10266	2
187537	112725	2102
194692	119	34
188086	21249	1059
203731	21066	371
187537	130861	610
203731	28514	4
203731	42730	2
187537	85237	6178
203731	48712	6
187537	121511	12
187544	1151	39
187537	124815	712
203731	30656	4
203731	3472	1144
187537	106743	5088
187537	111154	4303
203731	8829	2
191840	3432	2504
187544	20930	12
187544	27882	564
203731	25861	2
187537	128330	159
187537	116834	117
203731	37285	6
187537	83602	3745
187537	4788	26
215928	179	2412
204553	20	85
187537	40004	174
187537	58900	461
187537	62673	84
216062	4	2514
187537	45993	88
187537	113	133103
187537	6355	852
187537	24491	23844
187537	53595	574
187537	19822	917
187537	1658	244
187537	62170	719
187537	34954	12
150785	0	1
187537	10647	242
187537	21447	77
187537	19301	422
187537	3101	2933
187537	12597	465
196325	609	380
187537	9200	187
187537	7896	138
187537	22944	1216
187537	85597	16607
187537	130437	65
187544	7797	125
187537	114861	16
187544	22797	5694
203731	6042	10
187537	108600	2873
212724	2	316413
201908	2025	25
188086	17260	1
187544	12696	5
187537	126784	3032
203731	32527	36
203731	35759	19
203731	46727	2
216451	3	1879
91242	0	1
187537	128994	239
187537	101810	12753
187537	110746	5467
203731	7677	6
191840	4032	23341
187544	16815	61514
203731	12816	10
187537	106359	20900
203731	3896	135
203731	30056	16
187537	120847	841
187537	76975	418
203731	33224	33
204572	0	41
187537	73923	1228
203731	45196	6
187537	73195	157
191840	4457	544
203731	15996	3
187544	28907	34
203731	17452	13
187544	9558	56
187537	116390	847517
187537	129934	14
203731	11449	58
187544	24326	180
210787	12	68
164914	559	28
187537	69422	668
187537	78342	2506
187537	71564	1592
203731	34755	2
203731	2355	1122
214036	13	528
203731	13339	2
187537	122372	898
201908	2949	48
188086	20224	24797
187537	123692	140
203731	24998	104
187544	4633	1
203731	23694	7
191840	2507	2386
188086	6845	4
187544	26697	91
187537	101305	7115
187537	66889	1312
187537	169550	1858
187537	174950	135
197671	10320	2135
187537	137406	244
204243	4324	537
187537	155590	1922
187537	156398	1242
187537	159787	45536
187537	150787	744
187537	145235	20
204243	545	86
187537	133755	12
214991	1713	305
187537	165003	3905
187537	172289	256
187537	171049	2156
197671	8759	274
197671	7967	372
187537	143345	86
209969	319	970
187537	157833	251
187537	152993	473
187537	149348	319
187537	162380	29540
187537	146740	741
204243	2118	474
197671	12530	5066
187537	167660	1467
187537	177092	247
214991	186	2439
187537	164480	2423
212732	5	2
187537	161312	9307
187537	143704	254
187537	140189	136
187537	138933	670
135760	107	256
187537	154061	973
187537	175469	319
187537	168005	2045
215982	16	68
197671	4979	15963217
187537	177615	264
187537	166119	1594
187537	162887	9045
187537	147823	357
187537	146239	352
204243	3661	110
187537	132631	932
187537	141818	942
187537	152490	562
209969	1844	4
187537	159362	946916
187537	170530	4927
197671	6420	1504
197671	9276	15468
204395	504	8
201596	0	1
196645	4361	2255
118679	0	284
196645	4000	2275
102878	449	3480
119635	21	706
203696	58	1
187537	68270	2140
203731	56729	2
187544	23174	23
191840	1580	13
187537	113014	14309
203731	5137	4
187544	26542	2
187544	7678	96
187537	130574	711
187537	115494	314
187537	126155	464
187537	104091	1049
187537	109491	125
187544	18499	1885
91205	72	363
187537	71787	3
69052	26	1
203731	7798	73
187537	101945	5137
187544	28105	333
187544	20705	828
187537	111377	2152
187537	124588	2599
216066	35	1188
187537	106964	10810
187537	87412	134075
203235	0	53829
203731	49003	1822
187537	70156	207
203680	52	8
203731	62591	18
203731	45831	2
187537	73312	171
187537	125632	955
187537	120808	4351
187544	20040	1039
187537	102544	6818
191840	39	597569
187537	114557	1050
203731	12082	13
187537	68773	1914
187537	86911	5597
187537	76079	9102
203731	2744	2
203731	14224	6
191840	2624	30
187537	111898	4329
187544	4498	30
187537	127586	531
187537	118602	5687
215679	36	81
187537	55479	184
187537	36106	411
187537	45090	509
187537	63322	742
187537	1018	69461
199025	254	6
187537	16082	2189
187537	24840	29
187537	7000	6519
187537	43136	972
187537	47685	52
187537	64829	12691
187537	2461	258
187537	29645	36075
187537	1521	19153
187537	32673	4706
187537	61777	34602
187537	39364	156
187537	10780	121
187537	30150	15
187537	33126	291
130732	76	7
187537	50718	288
196325	490	128
187537	44683	11530
187537	26371	4241
187537	23083	2372
187537	7507	44
196645	2592	5922
162471	3	2275
196645	71	399
102878	586	352
196645	3115	3047
188015	4	19896
173203	178	24
196645	1612	34
197671	11227	33813
187537	169413	2229
187537	154701	919
187537	156005	92
203990	19	28
187537	138037	1788
187537	140829	73
204243	426	188
187537	144600	458
187537	133616	14
187537	160672	13589
187537	151176	159
187537	165632	2925
214991	1338	468
197671	8636	3468
197671	7316	1834
187537	172682	1
187537	171938	3169
187537	158466	68359
216165	118	2
187537	153130	389
187537	142458	4178
187537	135506	215
187537	162247	25
187537	167271	1246
187537	176207	2936
197671	13177	1384
187537	164107	974
204243	1953	409
187537	144083	76
187537	149635	2331
187537	161195	4
187537	154182	174
187537	139286	910
197671	11728	2495
187537	175846	59
187537	168910	1797
187537	166764	141
197671	13682	121573
187537	145588	347
187537	163788	998
187537	148196	475
187537	151585	40
187537	158985	202184
209969	1215	1768
187537	137049	1918
197671	6815	14841
197671	10167	8726
215924	4	1
187537	173185	449
196645	2252	4642
193344	7	364
125758	169	141
196645	4206	19
196645	3783	5373
194421	1079	1919
156180	2046	3
199088	0	1
187537	178372	3067
187537	165356	3987
187537	133916	306
187537	150628	652
187537	156553	851
203809	6	26
171955	0	2
187537	137689	749
187537	140529	317
197671	10551	4932
187537	174593	893
187537	167819	1668
187537	176803	10
197671	12693	1157
187537	131451	16530
204243	2337	25
187537	146515	919
93181	28	1
187537	162603	2961
187537	158190	31
197671	9040	384
197671	7800	3554
187537	172134	1250
187537	171342	446
197671	12092	7754
187537	175114	10
187537	168226	1904
187537	157058	247
187537	140026	98
187537	134423	67
187537	143423	992
187537	150127	662
187537	161607	162636
187537	164839	1866
197671	6259	209824
197671	9563	5281
187537	170821	1052
187537	152269	1549
187537	159717	17029
161336	17	5246
187537	136629	19
187537	141469	449
204243	3882	189
187537	132976	1708
187537	163104	721
187537	177320	2460
187537	166272	1092
214246	2	11585
203731	35528	53
198344	0	169
187537	75695	520
201908	1678	89
203731	17216	22
187537	126503	593
187537	103543	515
187537	108895	6902
187544	22634	309
191840	1216	1
203731	5885	13
187537	130274	1
187537	115146	380
187537	67650	1403
187537	123968	869
201908	3305	138
203731	18727	8
187537	107320	1617
187544	16584	45
203731	3679	42
187537	101589	828
203731	7322	3
191840	3751	132
187544	21005	348
187537	111101	1646
187537	117677	3949
126543	16	237469
203731	4342	81
187544	24161	1037
187537	114065	225
187537	116673	1908
187544	9265	176
187537	129769	634
187537	124972	308
187544	14068	139
187537	120068	531
194575	153	1632
187537	110420	125
191840	4110	373
187544	29068	356
187537	72844	4041
187537	66606	573
118838	0	7
164914	2351	69
203731	60977	16
191840	2220	74
203731	10169	4
187537	101086	2557
187544	26926	20
187544	4990	44
187537	118182	2361
114059	39	305
188086	20071	2
201908	2786	94
187537	123467	3
187544	443	235864
203731	2132	646
187537	107827	22473
187537	86419	4
187537	76739	150
187537	278	16483
199025	530	3
187537	31558	386
187537	36838	3560
187537	62902	4234
187537	59251	210
187537	55899	8506
187537	40227	40
187537	21675	68
203009	1	6
187537	5075	26663
187537	13913	1713
187537	2929	4273
187537	28961	8
187537	47273	2573
187537	65489	1571
187537	53308	185
187537	60692	3191
187537	38724	225
211177	3	4
187537	24268	121
187537	6580	1417
187537	21152	61
187537	5592	586
187537	10480	3173
187537	39720	46
187537	35309	988
187537	62397	43655
187537	14901	3748
187537	1821	2134
187537	26095	8743
187537	22727	139
187537	60191	361
196325	774	815
187537	33674	1148
187537	3450	1318
